,Class,Age,Sex,target
661,0.0214,-0.228,0.521,1.0
662,0.965,-0.228,0.521,-1.0
663,0.965,-0.228,0.521,-1.0
664,-0.9229999999999999,-0.228,-1.92,1.0
665,0.965,-0.228,0.521,1.0
666,-1.87,-0.228,0.521,-1.0
667,0.965,-0.228,0.521,-1.0
668,0.965,-0.228,0.521,-1.0
669,0.0214,-0.228,-1.92,-1.0
670,0.965,-0.228,0.521,-1.0
671,0.0214,-0.228,0.521,1.0
672,-0.9229999999999999,-0.228,0.521,-1.0
673,-0.9229999999999999,-0.228,0.521,-1.0
674,-1.87,-0.228,0.521,1.0
675,0.965,-0.228,0.521,-1.0
676,-0.9229999999999999,-0.228,0.521,-1.0
677,0.965,-0.228,0.521,1.0
678,0.965,-0.228,-1.92,1.0
679,0.965,-0.228,0.521,-1.0
680,0.0214,-0.228,-1.92,-1.0
681,-0.9229999999999999,-0.228,-1.92,1.0
682,0.0214,-0.228,-1.92,1.0
683,0.0214,4.38,0.521,1.0
684,-1.87,-0.228,-1.92,1.0
685,-0.9229999999999999,-0.228,0.521,-1.0
686,-1.87,-0.228,-1.92,1.0
687,0.0214,-0.228,-1.92,1.0
688,0.965,-0.228,0.521,-1.0
689,0.965,-0.228,0.521,-1.0
690,0.965,-0.228,0.521,-1.0
691,0.0214,-0.228,0.521,-1.0
692,0.965,-0.228,0.521,-1.0
693,-1.87,-0.228,-1.92,1.0
694,-1.87,-0.228,0.521,1.0
695,0.0214,-0.228,-1.92,-1.0
696,0.965,-0.228,0.521,1.0
697,0.965,-0.228,0.521,1.0
698,0.965,-0.228,0.521,-1.0
699,0.965,-0.228,0.521,-1.0
700,0.0214,4.38,0.521,1.0
701,0.0214,-0.228,0.521,1.0
702,0.965,-0.228,0.521,-1.0
703,-1.87,-0.228,-1.92,1.0
704,0.0214,-0.228,0.521,-1.0
705,0.965,-0.228,0.521,1.0
706,0.965,-0.228,0.521,-1.0
707,0.965,-0.228,0.521,1.0
708,-1.87,-0.228,-1.92,1.0
709,0.965,-0.228,0.521,1.0
710,0.0214,-0.228,0.521,-1.0
711,0.965,-0.228,0.521,1.0
712,-0.9229999999999999,-0.228,0.521,-1.0
713,-1.87,-0.228,-1.92,1.0
714,-1.87,-0.228,0.521,1.0
715,0.0214,-0.228,0.521,-1.0
716,0.0214,-0.228,0.521,-1.0
717,0.965,-0.228,0.521,1.0
718,0.965,-0.228,0.521,-1.0
719,0.965,-0.228,0.521,1.0
720,0.965,-0.228,0.521,-1.0
721,0.965,-0.228,0.521,-1.0
722,0.965,-0.228,0.521,-1.0
723,-1.87,-0.228,0.521,-1.0
724,0.965,-0.228,0.521,-1.0
725,0.0214,-0.228,0.521,1.0
726,0.0214,-0.228,0.521,1.0
727,0.965,-0.228,0.521,-1.0
728,-1.87,-0.228,-1.92,1.0
729,0.965,-0.228,0.521,-1.0
730,-0.9229999999999999,4.38,-1.92,1.0
731,0.965,-0.228,0.521,-1.0
732,0.0214,-0.228,0.521,-1.0
733,-0.9229999999999999,-0.228,0.521,-1.0
734,0.0214,-0.228,0.521,-1.0
735,0.0214,-0.228,0.521,-1.0
736,-1.87,-0.228,-1.92,1.0
737,-1.87,-0.228,0.521,-1.0
738,-1.87,-0.228,0.521,-1.0
739,0.0214,4.38,-1.92,1.0
740,0.0214,-0.228,-1.92,-1.0
741,0.0214,-0.228,-1.92,1.0
742,0.0214,-0.228,0.521,-1.0
743,0.0214,-0.228,0.521,-1.0
744,0.965,-0.228,0.521,-1.0
745,0.965,-0.228,0.521,-1.0
746,0.965,-0.228,0.521,-1.0
747,-0.9229999999999999,-0.228,0.521,-1.0
748,-1.87,-0.228,-1.92,1.0
749,0.0214,-0.228,0.521,-1.0
750,-1.87,-0.228,-1.92,1.0
751,0.965,-0.228,0.521,1.0
752,-0.9229999999999999,-0.228,-1.92,1.0
753,0.965,-0.228,0.521,1.0
754,0.965,-0.228,0.521,-1.0
755,0.965,-0.228,0.521,1.0
756,0.965,-0.228,0.521,1.0
757,0.0214,-0.228,0.521,-1.0
758,-0.9229999999999999,-0.228,0.521,-1.0
759,0.0214,-0.228,-1.92,-1.0
760,0.0214,-0.228,0.521,1.0
761,-1.87,-0.228,-1.92,1.0
762,0.0214,-0.228,0.521,-1.0
763,0.965,-0.228,0.521,1.0
764,-1.87,-0.228,-1.92,1.0
765,0.965,-0.228,0.521,-1.0
766,0.965,-0.228,0.521,-1.0
767,-1.87,-0.228,-1.92,1.0
768,0.0214,-0.228,0.521,-1.0
769,0.0214,-0.228,0.521,-1.0
770,-0.9229999999999999,-0.228,-1.92,1.0
771,-0.9229999999999999,-0.228,-1.92,1.0
772,-1.87,-0.228,0.521,1.0
773,0.965,-0.228,0.521,-1.0
774,0.0214,-0.228,0.521,1.0
775,0.0214,-0.228,-1.92,-1.0
776,-1.87,-0.228,0.521,1.0
777,-0.9229999999999999,-0.228,0.521,-1.0
778,0.965,-0.228,0.521,-1.0
779,0.965,-0.228,0.521,-1.0
780,0.0214,-0.228,-1.92,1.0
781,0.0214,-0.228,0.521,-1.0
782,0.965,-0.228,0.521,-1.0
783,0.965,-0.228,0.521,1.0
784,0.0214,-0.228,-1.92,1.0
785,-0.9229999999999999,-0.228,-1.92,1.0
786,0.0214,-0.228,-1.92,1.0
787,0.965,-0.228,0.521,-1.0
788,0.965,-0.228,0.521,-1.0
789,0.0214,-0.228,0.521,-1.0
790,-1.87,-0.228,0.521,-1.0
791,-1.87,-0.228,-1.92,-1.0
792,0.965,-0.228,0.521,-1.0
793,0.965,-0.228,0.521,1.0
794,0.965,-0.228,0.521,1.0
795,0.965,-0.228,0.521,1.0
796,0.965,-0.228,0.521,-1.0
797,0.0214,-0.228,0.521,-1.0
798,-0.9229999999999999,-0.228,0.521,-1.0
799,0.0214,-0.228,0.521,-1.0
800,0.965,-0.228,0.521,1.0
801,0.0214,-0.228,-1.92,1.0
802,0.965,-0.228,0.521,1.0
803,0.965,-0.228,0.521,1.0
804,-0.9229999999999999,-0.228,0.521,-1.0
805,0.0214,-0.228,0.521,-1.0
806,0.0214,4.38,0.521,-1.0
807,0.0214,-0.228,-1.92,1.0
808,-1.87,-0.228,0.521,-1.0
809,0.965,-0.228,0.521,-1.0
810,-1.87,-0.228,-1.92,1.0
811,0.965,-0.228,0.521,-1.0
812,0.965,-0.228,0.521,-1.0
813,-0.9229999999999999,-0.228,0.521,-1.0
814,0.0214,-0.228,0.521,-1.0
815,0.0214,-0.228,0.521,-1.0
816,0.965,-0.228,-1.92,1.0
817,-1.87,-0.228,-1.92,1.0
818,0.965,-0.228,0.521,-1.0
819,-1.87,-0.228,-1.92,1.0
820,0.0214,-0.228,0.521,-1.0
821,-0.9229999999999999,-0.228,0.521,-1.0
822,-1.87,-0.228,0.521,1.0
823,-0.9229999999999999,-0.228,0.521,-1.0
824,-0.9229999999999999,-0.228,0.521,-1.0
825,0.965,-0.228,0.521,-1.0
826,0.965,-0.228,0.521,-1.0
827,0.0214,4.38,0.521,-1.0
828,0.0214,-0.228,0.521,-1.0
829,0.965,-0.228,0.521,-1.0
830,0.0214,-0.228,0.521,-1.0
831,0.0214,-0.228,0.521,-1.0
832,0.0214,-0.228,-1.92,1.0
833,0.965,-0.228,0.521,-1.0
834,0.965,-0.228,0.521,-1.0
835,-1.87,-0.228,0.521,-1.0
836,0.0214,4.38,0.521,1.0
837,0.965,-0.228,0.521,-1.0
838,-0.9229999999999999,-0.228,-1.92,1.0
839,0.965,-0.228,0.521,-1.0
840,-0.9229999999999999,-0.228,-1.92,1.0
841,0.0214,-0.228,0.521,-1.0
842,0.0214,4.38,0.521,1.0
843,-1.87,-0.228,-1.92,1.0
844,-1.87,-0.228,0.521,1.0
845,-0.9229999999999999,-0.228,-1.92,1.0
846,0.965,-0.228,0.521,-1.0
847,0.965,-0.228,0.521,-1.0
848,0.965,-0.228,0.521,-1.0
849,0.965,-0.228,0.521,-1.0
850,-0.9229999999999999,-0.228,0.521,-1.0
851,0.965,-0.228,0.521,-1.0
852,0.0214,-0.228,0.521,-1.0
853,0.0214,4.38,-1.92,1.0
854,0.0214,4.38,0.521,-1.0
855,-0.9229999999999999,-0.228,-1.92,-1.0
856,0.965,-0.228,0.521,-1.0
857,0.965,-0.228,0.521,-1.0
858,0.965,-0.228,0.521,-1.0
859,0.965,-0.228,0.521,-1.0
860,0.965,-0.228,0.521,-1.0
861,0.965,-0.228,0.521,1.0
862,0.965,-0.228,0.521,-1.0
863,0.965,-0.228,0.521,-1.0
864,-1.87,4.38,0.521,1.0
865,0.0214,-0.228,-1.92,-1.0
866,0.965,-0.228,0.521,-1.0
867,-0.9229999999999999,-0.228,0.521,-1.0
868,0.965,-0.228,0.521,-1.0
869,0.0214,-0.228,0.521,-1.0
870,0.0214,-0.228,0.521,1.0
871,0.965,-0.228,0.521,1.0
872,0.0214,-0.228,-1.92,1.0
873,0.0214,-0.228,0.521,-1.0
874,-0.9229999999999999,-0.228,-1.92,-1.0
875,-1.87,-0.228,0.521,-1.0
876,0.0214,-0.228,0.521,-1.0
877,0.0214,4.38,0.521,-1.0
878,0.965,-0.228,0.521,-1.0
879,-1.87,-0.228,0.521,-1.0
880,0.965,-0.228,0.521,-1.0
881,0.965,-0.228,0.521,-1.0
882,0.965,-0.228,0.521,-1.0
883,0.965,-0.228,0.521,-1.0
884,0.0214,-0.228,0.521,-1.0
885,-1.87,-0.228,-1.92,1.0
886,0.965,-0.228,0.521,-1.0
887,-1.87,-0.228,0.521,-1.0
888,0.965,-0.228,-1.92,1.0
889,-0.9229999999999999,-0.228,0.521,-1.0
890,-1.87,-0.228,0.521,1.0
891,0.0214,4.38,-1.92,-1.0
892,0.965,-0.228,0.521,-1.0
893,0.965,-0.228,0.521,-1.0
894,0.0214,-0.228,-1.92,1.0
895,0.965,-0.228,0.521,-1.0
896,-0.9229999999999999,-0.228,0.521,-1.0
897,0.965,-0.228,0.521,-1.0
898,0.965,-0.228,0.521,1.0
899,0.0214,-0.228,0.521,1.0
900,0.0214,-0.228,0.521,-1.0
901,0.965,-0.228,0.521,-1.0
902,0.965,-0.228,0.521,1.0
903,0.965,-0.228,0.521,-1.0
904,-0.9229999999999999,-0.228,0.521,-1.0
905,0.0214,-0.228,0.521,-1.0
906,0.965,-0.228,0.521,-1.0
907,-0.9229999999999999,-0.228,-1.92,1.0
908,-1.87,-0.228,0.521,-1.0
909,-1.87,-0.228,0.521,-1.0
910,-1.87,-0.228,-1.92,1.0
911,0.0214,-0.228,0.521,-1.0
912,0.0214,-0.228,0.521,-1.0
913,0.0214,-0.228,0.521,-1.0
914,0.965,-0.228,0.521,-1.0
915,0.965,-0.228,0.521,-1.0
916,0.965,-0.228,0.521,-1.0
917,-0.9229999999999999,-0.228,0.521,-1.0
918,-1.87,-0.228,-1.92,1.0
919,-0.9229999999999999,-0.228,-1.92,-1.0
920,0.965,-0.228,0.521,-1.0
921,-0.9229999999999999,-0.228,-1.92,-1.0
922,0.0214,-0.228,0.521,-1.0
923,0.965,-0.228,0.521,-1.0
924,0.965,-0.228,0.521,-1.0
925,0.0214,4.38,-1.92,-1.0
926,0.0214,-0.228,0.521,-1.0
927,-0.9229999999999999,-0.228,0.521,-1.0
928,0.965,-0.228,0.521,1.0
929,-1.87,-0.228,-1.92,1.0
930,0.0214,-0.228,0.521,1.0
931,0.0214,-0.228,0.521,-1.0
932,0.0214,-0.228,0.521,-1.0
933,-0.9229999999999999,-0.228,0.521,-1.0
934,0.965,-0.228,0.521,-1.0
935,0.0214,-0.228,0.521,1.0
936,0.965,-0.228,0.521,-1.0
937,0.0214,4.38,-1.92,-1.0
938,0.965,-0.228,0.521,-1.0
939,0.0214,-0.228,0.521,-1.0
940,0.965,-0.228,0.521,1.0
941,0.965,-0.228,0.521,-1.0
942,0.0214,-0.228,0.521,-1.0
943,0.0214,-0.228,0.521,-1.0
944,-0.9229999999999999,4.38,-1.92,1.0
945,-1.87,-0.228,-1.92,1.0
946,0.965,-0.228,0.521,-1.0
947,-0.9229999999999999,-0.228,0.521,-1.0
948,0.965,-0.228,0.521,-1.0
949,0.965,-0.228,0.521,-1.0
950,0.965,-0.228,0.521,-1.0
951,0.965,-0.228,0.521,-1.0
952,0.0214,-0.228,0.521,-1.0
953,0.965,-0.228,0.521,-1.0
954,-1.87,-0.228,-1.92,1.0
955,0.965,-0.228,0.521,-1.0
956,0.965,-0.228,0.521,1.0
957,0.965,-0.228,0.521,-1.0
958,0.965,-0.228,0.521,-1.0
959,-1.87,-0.228,0.521,-1.0
960,0.965,-0.228,0.521,-1.0
961,0.965,-0.228,0.521,1.0
962,0.0214,4.38,-1.92,1.0
963,0.965,-0.228,0.521,-1.0
964,0.0214,-0.228,0.521,-1.0
965,0.0214,-0.228,0.521,1.0
966,0.965,-0.228,0.521,-1.0
967,-0.9229999999999999,-0.228,-1.92,1.0
968,0.0214,4.38,0.521,-1.0
969,-0.9229999999999999,-0.228,0.521,-1.0
970,0.965,-0.228,0.521,-1.0
971,0.965,-0.228,0.521,-1.0
972,-0.9229999999999999,4.38,0.521,1.0
973,0.0214,-0.228,0.521,-1.0
974,0.0214,-0.228,0.521,-1.0
975,0.0214,-0.228,-1.92,-1.0
976,0.965,-0.228,0.521,-1.0
977,0.965,-0.228,0.521,1.0
978,0.965,-0.228,0.521,1.0
979,0.965,-0.228,0.521,1.0
980,0.0214,-0.228,0.521,-1.0
981,0.965,-0.228,0.521,-1.0
982,0.965,-0.228,0.521,-1.0
983,-1.87,-0.228,-1.92,1.0
984,0.965,-0.228,0.521,-1.0
985,0.0214,-0.228,0.521,1.0
986,-0.9229999999999999,-0.228,0.521,-1.0
987,0.965,-0.228,0.521,-1.0
988,0.965,-0.228,0.521,-1.0
989,0.0214,-0.228,0.521,-1.0
990,0.0214,-0.228,0.521,1.0
991,-0.9229999999999999,-0.228,-1.92,1.0
992,0.965,-0.228,0.521,1.0
993,-0.9229999999999999,-0.228,-1.92,1.0
994,0.965,-0.228,0.521,-1.0
995,0.0214,-0.228,-1.92,-1.0
996,0.0214,-0.228,-1.92,-1.0
997,0.0214,-0.228,0.521,-1.0
998,0.0214,4.38,0.521,-1.0
999,-0.9229999999999999,-0.228,-1.92,-1.0
1000,0.0214,-0.228,0.521,-1.0
1001,-1.87,-0.228,0.521,-1.0
1002,-0.9229999999999999,-0.228,0.521,-1.0
1003,-1.87,-0.228,-1.92,1.0
1004,0.965,-0.228,0.521,1.0
1005,0.0214,-0.228,-1.92,-1.0
1006,0.965,-0.228,0.521,-1.0
1007,0.0214,4.38,-1.92,1.0
1008,0.965,-0.228,0.521,-1.0
1009,0.965,-0.228,0.521,-1.0
1010,0.965,-0.228,0.521,-1.0
1011,-1.87,-0.228,0.521,-1.0
1012,0.0214,-0.228,0.521,-1.0
1013,-0.9229999999999999,4.38,-1.92,1.0
1014,-1.87,-0.228,-1.92,1.0
1015,-1.87,-0.228,-1.92,1.0
1016,0.965,-0.228,0.521,-1.0
1017,-0.9229999999999999,4.38,-1.92,1.0
1018,0.0214,-0.228,0.521,-1.0
1019,0.965,-0.228,0.521,1.0
1020,-1.87,-0.228,0.521,1.0
1021,0.0214,-0.228,0.521,-1.0
1022,-0.9229999999999999,-0.228,0.521,-1.0
1023,0.0214,-0.228,0.521,-1.0
1024,0.965,-0.228,0.521,-1.0
1025,0.965,-0.228,0.521,-1.0
1026,0.965,-0.228,0.521,-1.0
1027,0.965,-0.228,0.521,-1.0
1028,-1.87,-0.228,-1.92,1.0
1029,-0.9229999999999999,-0.228,-1.92,1.0
1030,0.965,-0.228,0.521,-1.0
1031,0.965,-0.228,0.521,-1.0
1032,0.0214,4.38,0.521,1.0
1033,0.965,-0.228,0.521,-1.0
1034,-1.87,-0.228,-1.92,1.0
1035,-1.87,-0.228,-1.92,1.0
1036,0.0214,-0.228,0.521,-1.0
1037,0.965,-0.228,0.521,1.0
1038,0.965,-0.228,0.521,-1.0
1039,0.965,-0.228,0.521,-1.0
1040,-0.9229999999999999,-0.228,0.521,-1.0
1041,0.965,-0.228,0.521,1.0
1042,0.965,-0.228,0.521,1.0
1043,0.0214,-0.228,-1.92,1.0
1044,0.965,-0.228,-1.92,1.0
1045,0.965,-0.228,0.521,-1.0
1046,0.0214,-0.228,0.521,-1.0
1047,0.0214,-0.228,-1.92,-1.0
1048,0.965,-0.228,0.521,-1.0
1049,0.965,-0.228,0.521,-1.0
1050,0.965,-0.228,0.521,-1.0
1051,-1.87,-0.228,-1.92,1.0
1052,-1.87,-0.228,0.521,-1.0
1053,0.965,-0.228,0.521,-1.0
1054,-1.87,-0.228,0.521,-1.0
1055,0.965,-0.228,0.521,-1.0
1056,0.965,-0.228,0.521,1.0
1057,0.0214,-0.228,0.521,-1.0
1058,0.965,-0.228,0.521,-1.0
1059,0.965,-0.228,0.521,-1.0
1060,0.965,-0.228,0.521,-1.0
1061,-0.9229999999999999,-0.228,0.521,1.0
1062,-0.9229999999999999,-0.228,0.521,-1.0
1063,0.0214,-0.228,0.521,-1.0
1064,0.0214,-0.228,-1.92,-1.0
1065,0.965,-0.228,0.521,-1.0
1066,0.0214,-0.228,0.521,-1.0
1067,0.965,-0.228,0.521,-1.0
1068,0.0214,-0.228,0.521,-1.0
1069,0.0214,-0.228,0.521,-1.0
1070,-0.9229999999999999,-0.228,0.521,-1.0
1071,0.0214,-0.228,0.521,-1.0
1072,0.965,-0.228,0.521,-1.0
1073,0.965,-0.228,0.521,-1.0
1074,-1.87,-0.228,0.521,1.0
1075,-0.9229999999999999,-0.228,-1.92,-1.0
1076,0.965,-0.228,0.521,1.0
1077,0.965,-0.228,0.521,-1.0
1078,-0.9229999999999999,-0.228,0.521,-1.0
1079,0.965,-0.228,0.521,-1.0
1080,0.965,-0.228,0.521,1.0
1081,0.0214,-0.228,0.521,1.0
1082,0.965,-0.228,0.521,-1.0
1083,0.965,-0.228,0.521,-1.0
1084,-1.87,-0.228,-1.92,1.0
1085,0.965,-0.228,0.521,-1.0
1086,-1.87,-0.228,-1.92,1.0
1087,-0.9229999999999999,-0.228,-1.92,1.0
1088,0.965,-0.228,0.521,-1.0
1089,0.965,-0.228,0.521,1.0
1090,0.0214,-0.228,-1.92,-1.0
1091,-0.9229999999999999,-0.228,0.521,-1.0
1092,0.965,-0.228,0.521,-1.0
1093,0.965,-0.228,0.521,-1.0
1094,0.0214,-0.228,0.521,-1.0
1095,0.965,-0.228,0.521,-1.0
1096,-1.87,-0.228,-1.92,1.0
1097,-1.87,-0.228,0.521,-1.0
1098,0.965,-0.228,0.521,-1.0
1099,0.965,-0.228,0.521,1.0
1100,-1.87,-0.228,0.521,1.0
1101,0.965,-0.228,0.521,-1.0
1102,0.965,-0.228,0.521,1.0
1103,0.965,-0.228,0.521,-1.0
1104,0.965,-0.228,0.521,-1.0
1105,0.965,-0.228,0.521,1.0
1106,0.965,-0.228,0.521,-1.0
1107,0.0214,-0.228,-1.92,-1.0
1108,0.965,-0.228,0.521,-1.0
1109,0.965,-0.228,0.521,-1.0
1110,0.0214,-0.228,0.521,-1.0
1111,-1.87,-0.228,0.521,1.0
1112,-0.9229999999999999,-0.228,0.521,-1.0
1113,0.0214,-0.228,-1.92,-1.0
1114,0.965,-0.228,0.521,1.0
1115,-1.87,-0.228,-1.92,1.0
1116,0.0214,-0.228,0.521,-1.0
1117,0.0214,-0.228,0.521,1.0
1118,0.0214,-0.228,-1.92,1.0
1119,0.0214,-0.228,0.521,1.0
1120,0.965,-0.228,0.521,-1.0
1121,0.965,-0.228,-1.92,-1.0
1122,0.0214,-0.228,0.521,-1.0
1123,0.0214,4.38,0.521,-1.0
1124,-0.9229999999999999,-0.228,-1.92,1.0
1125,-0.9229999999999999,-0.228,0.521,-1.0
1126,0.0214,-0.228,-1.92,-1.0
1127,0.965,-0.228,0.521,1.0
1128,0.0214,-0.228,0.521,-1.0
1129,0.0214,-0.228,-1.92,1.0
1130,0.965,-0.228,0.521,-1.0
1131,0.0214,-0.228,0.521,-1.0
1132,0.0214,-0.228,-1.92,-1.0
1133,0.965,-0.228,0.521,-1.0
1134,0.0214,-0.228,-1.92,1.0
1135,-0.9229999999999999,-0.228,0.521,-1.0
1136,-1.87,-0.228,-1.92,1.0
1137,0.965,-0.228,0.521,-1.0
1138,0.965,-0.228,0.521,-1.0
1139,0.0214,-0.228,0.521,-1.0
1140,-1.87,-0.228,-1.92,1.0
1141,0.965,-0.228,0.521,-1.0
1142,0.965,-0.228,0.521,-1.0
1143,0.0214,-0.228,-1.92,-1.0
1144,0.965,-0.228,0.521,-1.0
1145,0.0214,-0.228,0.521,-1.0
1146,0.0214,-0.228,-1.92,-1.0
1147,0.965,-0.228,0.521,-1.0
1148,0.965,-0.228,0.521,-1.0
1149,-0.9229999999999999,-0.228,0.521,-1.0
1150,-1.87,-0.228,-1.92,-1.0
1151,-0.9229999999999999,-0.228,0.521,-1.0
1152,-0.9229999999999999,-0.228,0.521,-1.0
1153,0.965,-0.228,0.521,-1.0
1154,-0.9229999999999999,-0.228,-1.92,1.0
1155,0.965,-0.228,0.521,-1.0
1156,0.965,-0.228,0.521,1.0
1157,0.0214,-0.228,0.521,-1.0
1158,0.0214,-0.228,0.521,-1.0
1159,-1.87,-0.228,0.521,-1.0
1160,0.965,-0.228,0.521,-1.0
1161,-1.87,-0.228,-1.92,1.0
1162,0.965,-0.228,0.521,-1.0
1163,-0.9229999999999999,-0.228,0.521,-1.0
1164,0.965,-0.228,0.521,-1.0
1165,0.0214,4.38,-1.92,1.0
1166,-1.87,-0.228,-1.92,1.0
1167,0.965,-0.228,0.521,-1.0
1168,0.0214,-0.228,-1.92,-1.0
1169,-1.87,-0.228,-1.92,1.0
1170,0.0214,-0.228,-1.92,-1.0
1171,-1.87,-0.228,0.521,1.0
1172,0.0214,-0.228,0.521,-1.0
1173,-0.9229999999999999,-0.228,0.521,-1.0
1174,0.965,-0.228,0.521,1.0
1175,-0.9229999999999999,-0.228,0.521,-1.0
1176,0.0214,-0.228,0.521,-1.0
1177,0.965,-0.228,-1.92,1.0
1178,0.965,-0.228,0.521,-1.0
1179,0.0214,-0.228,-1.92,1.0
1180,0.965,-0.228,0.521,-1.0
1181,0.965,-0.228,0.521,1.0
1182,0.0214,-0.228,0.521,1.0
1183,-0.9229999999999999,-0.228,0.521,-1.0
1184,-0.9229999999999999,-0.228,0.521,1.0
1185,0.0214,-0.228,0.521,-1.0
1186,0.0214,-0.228,0.521,1.0
1187,-1.87,-0.228,0.521,-1.0
1188,0.965,-0.228,0.521,-1.0
1189,0.0214,-0.228,0.521,-1.0
1190,0.965,-0.228,0.521,-1.0
1191,-0.9229999999999999,-0.228,0.521,-1.0
1192,0.0214,-0.228,0.521,-1.0
1193,0.965,-0.228,0.521,1.0
1194,-1.87,-0.228,-1.92,1.0
1195,0.0214,-0.228,-1.92,-1.0
1196,0.965,-0.228,0.521,1.0
1197,-0.9229999999999999,-0.228,-1.92,1.0
1198,-0.9229999999999999,-0.228,0.521,-1.0
1199,0.0214,-0.228,0.521,-1.0
1200,-1.87,-0.228,-1.92,1.0
1201,0.965,-0.228,0.521,1.0
1202,0.0214,-0.228,0.521,-1.0
1203,0.965,-0.228,0.521,-1.0
1204,0.0214,-0.228,-1.92,-1.0
1205,-0.9229999999999999,-0.228,0.521,-1.0
1206,0.0214,-0.228,-1.92,-1.0
1207,0.965,-0.228,0.521,-1.0
1208,-0.9229999999999999,-0.228,0.521,1.0
1209,0.965,-0.228,0.521,-1.0
1210,0.0214,-0.228,0.521,-1.0
1211,0.0214,-0.228,0.521,-1.0
1212,0.965,-0.228,0.521,-1.0
1213,0.0214,-0.228,-1.92,1.0
1214,-0.9229999999999999,-0.228,-1.92,1.0
1215,-1.87,-0.228,-1.92,1.0
1216,0.965,-0.228,0.521,-1.0
1217,-0.9229999999999999,-0.228,0.521,-1.0
1218,0.965,-0.228,0.521,-1.0
1219,0.965,-0.228,0.521,-1.0
1220,0.965,-0.228,0.521,-1.0
1221,-1.87,-0.228,-1.92,1.0
1222,-0.9229999999999999,-0.228,-1.92,1.0
1223,0.0214,4.38,-1.92,-1.0
1224,-0.9229999999999999,-0.228,-1.92,1.0
1225,-0.9229999999999999,-0.228,0.521,-1.0
1226,0.0214,-0.228,0.521,1.0
1227,0.965,-0.228,0.521,-1.0
1228,-0.9229999999999999,-0.228,0.521,-1.0
1229,0.965,-0.228,0.521,-1.0
1230,0.0214,-0.228,0.521,-1.0
1231,0.965,-0.228,0.521,1.0
1232,0.0214,-0.228,0.521,-1.0
1233,0.965,-0.228,0.521,-1.0
1234,0.965,-0.228,0.521,-1.0
1235,0.965,-0.228,0.521,1.0
1236,0.0214,-0.228,-1.92,1.0
1237,0.0214,-0.228,0.521,-1.0
1238,0.965,-0.228,0.521,-1.0
1239,0.0214,-0.228,0.521,-1.0
1240,0.965,-0.228,0.521,-1.0
1241,0.0214,-0.228,0.521,-1.0
1242,0.965,-0.228,0.521,-1.0
1243,0.0214,-0.228,0.521,-1.0
1244,0.965,-0.228,0.521,-1.0
1245,-0.9229999999999999,4.38,-1.92,1.0
1246,0.965,-0.228,0.521,-1.0
1247,0.0214,4.38,-1.92,1.0
1248,0.965,-0.228,0.521,-1.0
1249,-1.87,-0.228,-1.92,1.0
1250,0.965,-0.228,0.521,1.0
1251,0.0214,-0.228,0.521,-1.0
1252,-1.87,-0.228,0.521,1.0
1253,0.965,-0.228,0.521,-1.0
1254,0.0214,-0.228,0.521,-1.0
1255,-1.87,-0.228,-1.92,1.0
1256,0.965,-0.228,0.521,-1.0
1257,0.0214,-0.228,0.521,1.0
1258,0.965,-0.228,0.521,-1.0
1259,-0.9229999999999999,-0.228,0.521,-1.0
1260,-1.87,4.38,0.521,1.0
1261,-1.87,-0.228,0.521,-1.0
1262,-1.87,-0.228,0.521,-1.0
1263,0.0214,-0.228,0.521,-1.0
1264,0.0214,-0.228,0.521,-1.0
1265,0.0214,-0.228,0.521,-1.0
1266,-0.9229999999999999,-0.228,-1.92,1.0
1267,0.965,-0.228,0.521,-1.0
1268,0.0214,-0.228,-1.92,1.0
1269,0.965,-0.228,0.521,-1.0
1270,0.965,-0.228,0.521,-1.0
1271,0.965,-0.228,0.521,-1.0
1272,-1.87,-0.228,-1.92,1.0
1273,-0.9229999999999999,-0.228,0.521,-1.0
1274,0.965,-0.228,0.521,-1.0
1275,0.965,-0.228,0.521,1.0
1276,-0.9229999999999999,-0.228,0.521,-1.0
1277,0.965,-0.228,0.521,-1.0
1278,0.0214,-0.228,0.521,-1.0
1279,0.0214,-0.228,-1.92,-1.0
1280,-1.87,-0.228,-1.92,1.0
1281,0.0214,-0.228,0.521,-1.0
1282,0.0214,-0.228,0.521,-1.0
1283,0.0214,-0.228,0.521,-1.0
1284,0.965,-0.228,0.521,1.0
1285,0.0214,-0.228,-1.92,-1.0
1286,0.965,-0.228,0.521,1.0
1287,0.965,-0.228,0.521,-1.0
1288,0.965,-0.228,0.521,-1.0
1289,-1.87,-0.228,0.521,-1.0
1290,0.965,-0.228,0.521,-1.0
1291,0.0214,-0.228,0.521,-1.0
1292,0.965,-0.228,0.521,-1.0
1293,0.965,-0.228,0.521,1.0
1294,-1.87,-0.228,-1.92,1.0
1295,0.0214,-0.228,0.521,-1.0
1296,-1.87,-0.228,-1.92,1.0
1297,0.0214,-0.228,0.521,-1.0
1298,0.0214,-0.228,0.521,-1.0
1299,0.965,-0.228,0.521,-1.0
1300,0.965,-0.228,0.521,-1.0
1301,-1.87,-0.228,0.521,-1.0
1302,-1.87,-0.228,-1.92,1.0
1303,0.965,-0.228,0.521,-1.0
1304,-1.87,-0.228,0.521,-1.0
1305,0.965,-0.228,0.521,-1.0
1306,0.965,-0.228,0.521,-1.0
1307,0.0214,-0.228,0.521,-1.0
